"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","test_user_lifecycle","tests","Wed Oct 15 13:11:02 CEST 2025","passed","Wed Oct 15 13:11:02 CEST 2025","","test_integration_workflow","",""
